,index,Instance, Product/Description, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
720,410,m5d.2xlarge, Linux/UNIX,52,793.0734000000003,396,767.9601000000023,396,25.11329999999793
721,188,c5n.xlarge, Windows,12,2109.444000000001,396,2084.3581999999915,396,25.08580000000939
722,937,z1d.xlarge, SUSE Linux,16,2060.6767999999993,396,2035.5966000000094,396,25.08019999998964
723,442,c5.4xlarge, Linux/UNIX,47,1483.2824,396,1458.3317000000006,396,24.950699999999642
724,250,t3.medium, SUSE Linux,24,994.1239999999997,396,969.557800000004,396,24.56619999999577
725,78,m4.4xlarge, Linux/UNIX,87,1720.5298,396,1696.2793000000015,396,24.250499999998283
726,977,r5n.24xlarge, Linux/UNIX,3,4915.3507999999965,204,4892.237800000011,204,23.11299999998573
727,162,d2.2xlarge, Windows,3,6034.405,396,6011.394599999945,396,23.010400000054695
728,982,m5dn.2xlarge, Red Hat Enterprise Linux,7,1050.9889999999998,204,1028.304200000002,204,22.684799999997722
729,579,r3.2xlarge, Linux/UNIX,47,784.5264999999998,396,762.0085000000001,396,22.517999999999798
730,973,m5dn.12xlarge, Red Hat Enterprise Linux,4,2980.3487,204,2957.8956000000026,204,22.453099999996997
731,161,t2.large, SUSE Linux,15,1223.0543,396,1200.6534999999922,396,22.400800000007848
732,27,g2.2xlarge, Windows,6,2631.2702,396,2608.9907999999873,396,22.279400000012625
733,1015,r5dn.4xlarge, Windows,6,4416.970699999998,204,4395.019800000017,204,21.950899999980717
734,264,i3.large, SUSE Linux,15,1394.8935999999994,396,1373.375800000003,396,21.51779999999621
735,276,r4.xlarge, Windows,11,2125.6523999999986,396,2104.138100000012,396,21.51429999998664
736,671,r5dn.12xlarge, Red Hat Enterprise Linux,3,3096.192100000001,204,3075.153100000014,204,21.038999999987027
737,734,c5d.4xlarge, Linux/UNIX,53,1455.5349,396,1434.6307999999967,396,20.904100000003385
738,712,r4.2xlarge, Linux/UNIX,33,798.1774000000003,396,777.282899999998,396,20.89450000000238
739,981,m5dn.2xlarge, Linux/UNIX,7,417.6290000000001,204,397.28420000000193,204,20.3447999999982
740,377,i2.2xlarge, Linux/UNIX,4,4860.272999999999,396,4840.406399999968,396,19.866600000031205
741,436,c4.xlarge, Linux/UNIX,32,371.07800000000003,396,351.34599999999887,396,19.73200000000105
742,356,i2.xlarge, Linux/UNIX,6,2440.0852000000023,396,2420.4779999999864,396,19.60720000001539
743,349,i2.2xlarge, Windows,3,6009.701599999998,396,5990.291700000022,396,19.409899999975096
744,366,m1.small, Red Hat Enterprise Linux,15,517.5828000000001,329,498.2803999999971,329,19.302400000003047
745,228,t3.nano, Red Hat Enterprise Linux,19,491.3125,329,472.02300000000236,329,19.289499999997584
746,527,z1d.large, Red Hat Enterprise Linux,17,901.6297,325,882.5436999999935,325,19.08600000000661
747,114,t3a.medium, Windows,17,264.59729999999985,372,245.61780000000098,372,18.97949999999884
748,988,m5dn.16xlarge, Red Hat Enterprise Linux,5,3751.607399999998,204,3732.8550999999934,204,18.75230000000511
749,103,t3a.micro, Red Hat Enterprise Linux,24,495.1088,325,476.46429999999725,325,18.64450000000272
750,223,t3.2xlarge, Windows,12,2344.276999999999,396,2325.755200000006,396,18.521799999993164
751,488,r3.2xlarge, Windows,8,4285.811399999999,396,4267.354799999969,396,18.45660000002954
752,613,c4.2xlarge, Windows,4,4176.313200000003,396,4158.051199999967,396,18.262000000036092
753,657,m5a.xlarge, Windows,14,2125.4373000000005,396,2107.2339999999813,396,18.20330000001968
754,319,m3.2xlarge, SUSE Linux,20,2074.1902,396,2056.3017000000027,396,17.888499999997293
755,804,c5d.xlarge, Linux/UNIX,28,377.4069,396,359.60149999999845,396,17.80540000000144
756,746,r5dn.24xlarge, Red Hat Enterprise Linux,5,5555.570700000002,204,5538.394300000011,204,17.17639999999119
757,972,m5dn.12xlarge, Linux/UNIX,4,2344.3886999999995,204,2327.265599999997,204,17.123100000002523
758,189,d2.2xlarge, Linux/UNIX,4,3934.2419999999975,396,3917.1456000000207,396,17.09639999997671
759,190,t3a.medium, Linux/UNIX,14,100.6717,372,83.72599999999976,372,16.945700000000244
760,102,t2.2xlarge, Linux/UNIX,11,1066.0415000000003,396,1049.4035999999958,396,16.637900000004493
761,175,m4.xlarge, Windows,10,2107.2240000000006,396,2090.6269999999913,396,16.597000000009302
762,540,z1d.large, Windows,17,1401.7352000000005,396,1385.2305999999924,396,16.50460000000794
763,854,m5n.12xlarge, Red Hat Enterprise Linux,3,2975.0248999999994,204,2958.656000000003,204,16.368899999996756
764,678,r5dn.12xlarge, Linux/UNIX,3,2460.4920999999986,204,2444.3931000000057,204,16.098999999992884
765,7,t2.medium, SUSE Linux,16,1083.8790000000008,396,1067.9719000000068,396,15.907099999993989
766,773,t3a.nano, Red Hat Enterprise Linux,47,480.8953,325,465.5144999999969,325,15.380800000003092
767,656,c5d.large, Windows,15,1053.7230000000004,396,1038.3596999999957,396,15.363300000004756
768,624,r3.8xlarge, Linux/UNIX,49,2904.9617,396,2889.6758000000077,396,15.28589999999167
769,331,inf1.6xlarge, SUSE Linux,7,2488.0796,150,2472.9343999999955,150,15.145200000004479
770,178,t2.2xlarge, Windows,9,1647.8202,396,1632.8084999999899,396,15.011700000010249
771,608,m5d.large, Windows,13,1064.3360000000007,396,1049.565199999997,396,14.770800000003645
772,333,inf1.6xlarge, Red Hat Enterprise Linux,5,2494.8696,150,2480.1444000000056,150,14.725199999994402
773,991,r5n.12xlarge, Red Hat Enterprise Linux,7,3086.6918000000014,204,3072.152900000014,204,14.538899999986825
774,107,t1.micro, Red Hat Enterprise Linux,16,494.78399999999993,329,480.29419999999993,329,14.489800000000002
775,284,m2.4xlarge, Windows,7,3558.0,396,3543.6038,396,14.396200000000135
776,477,c5.2xlarge, Linux/UNIX,86,752.8346000000001,396,738.5596999999992,396,14.274900000000914
777,809,c5.xlarge, Linux/UNIX,54,383.4106,396,369.3020999999995,396,14.10850000000056
778,344,inf1.2xlarge, Red Hat Enterprise Linux,8,1091.4144,150,1077.375199999999,150,14.039200000001076
779,323,m3.2xlarge, Linux/UNIX,20,1126.0901999999996,396,1112.1017000000008,396,13.988499999998796
780,986,m5dn.16xlarge, Linux/UNIX,3,3117.4674000000014,204,3103.619500000008,204,13.847899999993386
781,747,r5dn.24xlarge, Linux/UNIX,4,4919.870699999997,204,4906.049100000011,204,13.821599999985663
782,71,t2.xlarge, Linux/UNIX,15,539.1974,396,525.3978999999978,396,13.799500000002242
783,580,z1d.xlarge, Linux/UNIX,16,1059.9768000000004,396,1046.3164000000036,396,13.660399999996798
784,140,m5.large, Windows,12,1064.3360000000007,396,1050.899699999997,396,13.436300000003712
785,795,r5d.large, Windows,12,1072.5499999999997,396,1059.127400000005,396,13.422599999994645
786,232,t3.large, Linux/UNIX,31,249.19370000000004,396,235.8378999999994,396,13.35580000000067
787,799,m5.xlarge, Linux/UNIX,86,404.3201,396,391.1353,396,13.184799999999996
788,60,r5.large, Windows,12,1072.7757999999994,396,1059.5996000000048,396,13.176199999994653
789,16,d2.xlarge, Windows,4,3212.0139999999988,396,3198.8864000000203,396,13.127599999979338
790,278,m2.4xlarge, SUSE Linux,13,1881.594000000001,396,1868.9157999999875,396,12.678200000013705
791,266,i3.large, Windows,11,1318.8775999999993,396,1306.2852000000032,396,12.592399999996132
792,787,c5.large, Linux/UNIX,57,195.3009,396,182.7456000000003,396,12.555299999999676
793,575,a1.metal, Red Hat Enterprise Linux,6,1018.9074000000003,204,1006.398200000002,204,12.509199999998483
794,354,i2.xlarge, Windows,4,3006.4327999999987,396,2993.9620000000104,396,12.470799999988685
795,621,r5a.4xlarge, Linux/UNIX,15,1589.5573999999995,396,1577.2012999999906,396,12.356100000008835
796,850,m5n.12xlarge, Linux/UNIX,3,2339.9749,204,2327.765999999997,204,12.208900000002814
797,987,m5dn.4xlarge, Red Hat Enterprise Linux,5,1416.7361999999996,204,1404.622699999993,204,12.113500000006752
798,26,g2.2xlarge, SUSE Linux,8,2803.385,396,2791.3767999999845,396,12.008200000015677
799,334,inf1.6xlarge, Linux/UNIX,5,2032.3295999999991,150,2020.334399999991,150,11.9952000000078
800,58,t3.xlarge, Windows,10,1174.4851999999996,396,1162.704200000003,396,11.780999999996538
801,996,r5n.2xlarge, Windows,3,2207.118299999999,204,2195.3911000000085,204,11.727199999990717
802,191,t2.large, Linux/UNIX,9,274.1543000000001,396,262.4624000000009,396,11.69189999999918
803,247,r4.large, Windows,11,1062.9380999999994,396,1051.366500000006,396,11.571599999993394
804,1013,r5dn.16xlarge, Red Hat Enterprise Linux,6,3909.2529,204,3897.8349000000103,204,11.417999999988751
805,643,c3.xlarge, SUSE Linux,5,1481.9914000000006,396,1470.804199999995,396,11.187200000005534
806,750,c5.large, Windows,11,1052.8350000000003,396,1041.731999999996,396,11.103000000004613
807,990,r5n.12xlarge, Linux/UNIX,7,2452.5517999999984,204,2441.5229000000063,204,11.028899999992518
808,489,c1.xlarge, Windows,7,2899.796,396,2889.220100000023,396,10.575899999976627
809,395,c4.xlarge, Windows,6,2090.5788000000016,396,2080.1689999999835,396,10.409800000018096
810,677,c5d.2xlarge, Linux/UNIX,34,722.7620000000003,396,712.4051999999987,396,10.356800000001726
811,741,t3a.small, Windows,15,213.8160000000001,372,203.58839999999748,372,10.22760000000261
812,379,m1.large, SUSE Linux,18,1120.9348000000002,396,1111.008600000006,396,9.926199999994196
813,1019,r5dn.4xlarge, Red Hat Enterprise Linux,5,1454.8933000000004,204,1445.2443000000023,204,9.648999999997613
814,121,c5n.large, Windows,12,1053.8340000000003,396,1044.276899999996,396,9.557100000004313
815,300,m1.xlarge, SUSE Linux,8,1283.0399999999995,396,1273.6704000000032,396,9.369599999996352
816,1017,r5dn.16xlarge, Linux/UNIX,6,3275.112900000002,204,3266.0349000000106,204,9.077999999991334
817,993,r5n.xlarge, Windows,4,1104.8623999999998,204,1095.8220000000042,204,9.040399999995543
818,335,inf1.xlarge, Red Hat Enterprise Linux,7,608.4983999999997,150,599.4672000000012,150,9.031199999998538
819,538,r5.2xlarge, Linux/UNIX,95,865.3368999999999,396,856.3101999999992,396,9.026700000000574
820,270,i3.xlarge, Linux/UNIX,16,889.3871999999994,396,880.4239999999978,396,8.963200000001509
821,550,r5a.large, Windows,12,1071.9854999999998,396,1063.0771000000047,396,8.908399999995028
822,721,t3a.small, Linux/UNIX,14,50.49169999999997,372,41.66789999999977,372,8.823800000000197
823,41,d2.xlarge, Linux/UNIX,4,1967.1209999999987,396,1958.5104000000103,396,8.610599999988379
824,660,r5d.xlarge, Linux/UNIX,35,403.481,396,394.8755999999981,396,8.60540000000185
825,676,m5a.large, Windows,12,1062.8800000000006,396,1054.3727999999976,396,8.507200000002967
826,553,p2.xlarge, Windows,24,4308.005999999999,396,4299.516900000024,396,8.489099999976133
827,507,m5n.2xlarge, Red Hat Enterprise Linux,9,1032.6184999999996,204,1024.556600000001,204,8.061899999998559
828,345,inf1.2xlarge, Linux/UNIX,8,626.5343999999997,150,618.4751999999983,150,8.059200000001397
829,29,m4.large, Windows,9,1052.3910000000003,396,1044.386999999996,396,8.004000000004226
830,9,g2.2xlarge, Linux/UNIX,8,1853.085,396,1845.2616000000064,396,7.823399999993626
831,771,r5a.2xlarge, Linux/UNIX,29,797.1065999999997,396,789.5604999999956,396,7.546100000004003
832,655,m5a.xlarge, Linux/UNIX,189,404.3769,396,396.919,396,7.457899999999938
833,317,t2.xlarge, Windows,8,918.9400999999997,396,911.7408999999956,396,7.199200000003884
834,439,c4.large, Windows,7,1046.1702000000007,396,1039.103099999992,396,7.06710000000885
835,630,z1d.large, Linux/UNIX,24,529.2072000000002,396,522.3382000000017,396,6.868999999998323
836,359,m1.medium, SUSE Linux,6,1032.9760999999994,396,1026.1711999999923,396,6.804900000006911
837,286,m2.xlarge, SUSE Linux,6,1183.1234999999995,396,1176.4392000000125,396,6.684299999987387
838,280,m2.2xlarge, SUSE Linux,14,1415.649,396,1409.1075000000064,396,6.541499999993447
839,566,a1.4xlarge, Linux/UNIX,8,747.8120000000001,396,741.3384000000062,396,6.473599999993781
840,330,inf1.xlarge, Linux/UNIX,7,394.2384,150,388.38720000000086,150,5.851199999999152
841,637,m5d.xlarge, Linux/UNIX,41,382.5387000000002,396,376.7583000000026,396,5.780399999997486
842,277,m2.4xlarge, Linux/UNIX,13,931.294,396,925.5157999999934,396,5.778200000006678
843,510,c1.medium, SUSE Linux,9,1073.839,396,1068.0971999999963,396,5.741800000003423
844,989,m5dn.4xlarge, Linux/UNIX,5,781.0362000000005,204,775.4227000000035,204,5.613499999996974
